,ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
176290,266196,910551,1,251964,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures may or may not be allowable or may be limited as to reimbursement. ",,
176291,266197,910551,1,251964,2021,2,2,2,10% De Minimis Cost Rate,The Academy has elected not to use the 10-percent de minimus indirect cost rate as allowed under the Uniform Guidance.,,
176296,266198,910551,1,251964,2021,6,3,0,TRANSFER BETWEEN PROGRAMS ,"The Academy transferred the following funds between programs in fiscal year 2021;AL Number / Grant TitleGrant YearTransfer OutTransfer In84.424A Title IV-A Student Support and Academic Enrichment2021 $16,513 84.010A Title I2021 $16,513 The amount transferred to Title I is included in Title I program expenditures when disbursed.",,
176297,266199,910551,1,251964,2021,5,3,0,CHILD NUTRITION CLUSTER ,"The Academy commingles cash receipts from the U.S. Department of Agriculture with similar State Grants. When reporting expenditures on this Schedule, the Academy assumes it expends federal monies first. ",,
176298,266200,910551,1,251964,2021,4,3,0,TRANSFERS,"The Academy generally must spend Federal assistance within 15 months of receipt. However, with Ohio Department of Education (ODE) approval, an Academy can transfer (carryover) unspent Federal assistance to the succeeding year, thus allowing the Academy a total of 27 months to spend the assistance. During fiscal year 2021, the ODE authorized the following transfers:CFDA Number / Grant TitleGrant YearTransfer OutTransfer In84.010 Title I2020 $34,655 84.010A Title I2021 $34,655 84.367 Title II-A Improving Teacher Quality2020 2,456 84.367A Title II-A Improving Teacher Quality2021 2,456  $37,111  $37,111 ",,
176302,259053,911165,1,240408,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the ""Schedule"") includes the federal award activity of St. Mary's Center and Subsidiary (the Organization) under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of the Organization, it is not intended to and does not present the financial position, changes in net assets, or cash flows of the Organization.Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or limited as to reimbursement. Pass-through entity identifying numbers are presented where available and applicable.",,
176303,259054,911165,1,240408,2021,2,2,2,10% De Minimis Cost Rate,The Organization has elected not to use the 10% de minimus indirect cost rate for federal awards. The Organization applies indirect costs in accordance with the specific terms of its federal award agreements.,,
176467,267141,913572,1,247851,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
176468,267142,913572,1,247851,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE ABASIS OF PRESENTATION The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of the Agency under programs of the federal government for the year ended May 31, 2021.  The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of the Agency, it is not intended to and does not present the financial position, changes in net assets, or cash flows of the Agency.NOTE BSUMMARY OF SIGNIFICANT ACCOUNTING POLICIES Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
176574,291952,918462,1,252494,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
176623,291951,918462,1,252494,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The schedules are prepared and presented using the budgetary basis of accounting with the exception of programs recorded in the food service fund, which are presented using the accrual basis of accounting.  The information in these schedules is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (U.S. Uniform Guidance). ",,
176654,292504,922371,1,245932,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
176655,292505,922371,1,245932,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE A - BASIS OF PRESENTATIONThe accompanying schedule of expenditures of federal awards includes the federal award activity of St.George Housing Corporation and is presented on the accrual basis of accounting. The information in thisschedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards(Uniform Guidance). Because the Schedule presents only a selected portion of the operations of St. GeorgeHousing Corporation, it is not intended to and does not present the financial position, changes in net assets,or cash flows of St. George Housing CorporationNOTE B  SUMMARY OF SIGNIFICANT ACCOUNTING POLICIESExpenditures reported on the Schedule are reported on the accrual basis of accounting. Such expendituresare recognized following the cost principles contained in the Uniform Guidance, wherein certain types ofexpenditures are not allowable or are limited as to reimbursement. St. George Housing Corporation haselected not to use the 10-percent de minimis indirect cost rate allowed under the Uniform Guidance.NOTE C  U.S. DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT LOAN PROGRAMSt. George Housing Corporation has received a U.S. Department of Housing and Urban DevelopmentCapital Advance under Section 811 of the National Housing Act. The Capital Advance under Section 811balance outstanding at the beginning of the year is included in the federal expenditures presented in theSchedule. St. George Housing Corporation received no additional Capital Advance loans during the year.The balance of the Capital Advance outstanding at December 31, 2021 consists of:CFDANumber Program NameOutstanding Balanceat December 31, 2021Supportive Housing for Persons with Disabilities(Section 811 Capital Advance)14.181 $ 984,800",,
176656,292506,922371,1,245932,2021,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES (14.181) - Balances outstanding at the end of the audit period were 984800. ,,
176675,291516,922396,1,246905,2021,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal grant activity of Genesis Health Care, Inc. (Genesis) under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards. Because the Schedule presents only a selected portion of the operations of Genesis Health Care, Inc. it is not intended to and does not present the financial position, changes in net assets or cash flows of Genesis.",,
176676,291517,922396,1,246905,2021,5,3,0,Categorization of Expenditures,"The categorization of expenditures by program included in the Schedule is based upon the grant documents. Changes in the categorization of expenditures occur based upon revisions to the Assistance Listing, which is issued in June and December of each year. The schedule of expenditures of federal awards for the year ended June 30, 2021 reflects Assistance Listing changes issued through August 2021 and addendum dated December 2021.",,
176677,291518,922396,1,246905,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
176678,291519,922396,1,246905,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. Pass-through entity identifying numbers are presented where available. Genesis has elected to not use the 10% de minimis indirect cost rate as allowed under the Uniform Guidance.",,
176682,291520,922396,1,246905,2021,4,3,0,Contingencies,"Genesis federal programs are subject to financial and compliance audits by grantor agencies which, if instances of material noncompliance are found, may result in disallowed expenditures and affect Genesis continued participation in the specific programs. The amount, if any, of expenditures which may be disallowed by the grantor agencies cannot be determined at this time, although Genesis expects such amounts, if any, to be immaterial.",,
177576,334368,902725,1,251754,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE 2  SUMMARY OF SIGNIFICANT ACCOUNTING POLICIESExpenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
177577,334369,902725,1,251754,2021,2,2,2,10% De Minimis Cost Rate,NOTE 3  INDIRECT COST RATEValley Childrens Healthcare has elected not to use the 10-percent de minimis indirect cost rate as allowed under Uniform Guidance.,,
177578,334370,902725,1,251754,2021,4,3,0,Subrecipient Awards,"NOTE 4  SUBRECIPIENT AWARDS Valley Childrens Healthcare did not provide any federal awards to subrecipients during the year ended September 30, 2021. ",,
177579,334371,902725,1,251754,2021,3,3,0,Basis of Presentation,"NOTE 1  BASIS OF PRESENTATIONThe accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Valley Childrens Healthcare under programs of the federal government for the year ended September 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Valley Childrens Healthcare, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Valley Childrens Healthcare. The Schedule includes expenditures of federal awards from Valley Childrens Hospital (Taxpayer Identification Number 94-1294954) and Valley Childrens Medical Group (Taxpayer Identification Number 46-4150987). In accordance with guidance from the U.S. Department of Health and Human Services (DHHS), Valley Childrens Healthcare included the Reporting Period 1 expenditures for Provider Relief Fund Assistance Listing No. 93.498 of $14,436,860 in the Schedule for the year ended September 30, 2021, to align with DHHS reporting guidelines. In accordance with U.S. GAAP, the total amount of $31,528,214 of Provider Relief Fund assistance received by Valley Childrens Healthcare was recognized as revenue during the year ended September 30, 2020, and is included in beginning net assets as of and for the year ended September 30, 2021. The remaining $17,091,354 will be included in Reporting Period 2 and on the Schedule of Expenditures of Federal Awards for the year ending September 30, 2022. ",,
177782,338653,936651,1,253802,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the ""Schedule"") includes the federal award activity of the Wayne General Hospital (the Hospital) under programs of the federal government for the year ended September 30, 2021. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Hospital, it is not intended to and does not present the net position, changes in net position, or cash flows of the Hospital.",,
177783,338654,936651,1,253802,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
177784,338655,936651,1,253802,2021,4,3,0,Loan/Loan Guarantee Outstanding Balances,"The Hospital had no federal loans or loan guarantees outstanding during the year ended September 30, 2021.",,
177785,338656,936651,1,253802,2021,3,3,0,Basis of Accounting,"Expenditures reported in the Schedule are reported on the accrual basis accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.For assistance listing number 93.498, Provider Relief Funds (PRF), amounts reported in the Schedule represent PRF funds received by the Hospital during the period April 10, 2020 to June 30, 2020, that were required to be used by June 30, 2021, and that were reported in the PRF portal for the reporting time period July 1, 2021 to September 30, 2021.",,
180519,330441,935029,1,6680,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
180520,330442,935029,1,6680,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"1.Basis of AccountingThe accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of The John B. Pierce Laboratory, Inc. and Subsidiary under programs of the federal government for the year ended December 31, 2021.  The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of The John B. Pierce Laboratory, Inc. and Subsidiary it is not intended to and does not present the financial position, changes in net assets, or cash flows of The John B. Pierce Laboratory, Inc. and Subsidiary.2.Summary of Significant Accounting Policiesa.Expenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.b.The John B. Pierce Laboratory, Inc. and Subsidiary did not use the 10 percent de minimis indirect cost rate as allowed under the Uniform Guidance.",,
181523,369189,945651,1,255406,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
181524,369190,945651,1,255406,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). The accompanying schedule of expenditures of federal awards includes the federal grant activity of the Hospital and is presented on the accrual basis of accounting. The expenditures reported on the Schedule for Provider Relief Fund, CFDA #93.498, were based on reporting time periods required for PRF portal reporting.",,
181849,441803,974289,1,257227,2021,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
181850,441804,974289,1,257227,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on this schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited for reimbursement.",,
183953,311427,912647,1,119852,2021,3,3,0,Pass-through to Sub-recipients,Epiphany Center did not provide any federal awards to sub-recipients.,,
184013,311424,912647,1,119852,2021,4,3,0,Other Information,"Epiphany Center did not receive federal insurance, loans, or non-cash assistance during the year ended June 30, 2021.",,
184014,311425,912647,1,119852,2021,2,2,2,10% De Minimis Cost Rate,"The auditee did not use the de minimis cost rate.   Basis of Accounting    Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the 2 CFR 200, Subpart E (Cost Principles), wherein certain types of expenditures are not allowed or limited as to reimbursement. Epiphany Center did not elect to use the 10% de minimis indirect cost rate allowed under the Uniform Guidance.",,
184019,311426,912647,1,119852,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Basis of Presentation   The accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal award activity of Mount St. Joseph  St. Elizabeth dba Epiphany Center (Epiphany Center), under the programs of the federal government for the year ended June 30, 2021. The Schedule is presented in accordance with requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirement, Cost Principles, and Audit Requirements for Federal Award (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Epiphany Center, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Epiphany Center.",,
184940,371409,934052,1,152205,2021,2,2,1,10% De Minimis Cost Rate,The auditee used the de minimis cost rate.,,
184941,371410,934052,1,152205,2021,4,3,0,Maternal and Child Health Federal Consolidated Programs,"Of the federal expenditures presented in the schedule, the county provided federal awards totaling $49,973 to subrecipients during the year ended September 30, 2021",,
184942,371411,934052,1,152205,2021,3,3,0,Basis of Presentation,"The accompanying Schedule of Expenditures of Federal Awards (the ""Schedule"") includes the federal award activity of Rankin County under programs of the federal government for the year ended September 30, 2021.  The information in this Schedule is presented in accordance with the requirements of Title 2, U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of Rankin County, it is not intended to and does not present the financial position, changes in net position, or cash flows of Rankin County.",,
184943,371412,934052,1,152205,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the modified accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.  Negative amounts shown on the Schedule represent adjustments or credits made in the normal course of business to amounts reported as expenditures in prior years.",,
185401,244855,904997,1,174175,2021,2,2,2,10% De Minimis Cost Rate,The District has elected not to use the 10% de minimis cost rate as covered in 200.414 indirect (F&A) costs. ,,
185402,244856,904997,1,174175,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,The accompanying Schedule of Expenditures of Federal Awards is presented using the modified accrual basis of accounting that is described in note I.C. of the notes to the Districts general purpose financial statements. ,,
185633,258749,910496,1,179528,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedules of expenditures of federal and state awards (the ""Schedules"") include the federal and stateaward activity of the District under programs of the federal and state government for the year ended June 30, 2021. Theinformation in these Schedules is presented in accordance with the requirements of Title 2 U.S. Code of Federal RegulationsPart 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards and State ofWisconsin Single Audit Guidelines, issued by the Wisconsin Department of Administration. Because the Schedules presentonly a selected portion of the operations of the District, it is not intended to, and does not, present the financial position,changes in net position, or cash flows of Nicolet Area Technical College District.Expenditures reported on the Schedules are reported on the accrual basis of accounting. Such expenditures are recognizedfollowing the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable orlimited as to reimbursement. Negative amounts shown on the Schedules represent adjustments or credits made in thenormal course of business to amounts reported as expenditures in prior years.",,
185634,258750,910496,1,179528,2021,3,3,0,Subrecipient Awards,The District does not have subrecipients of its federal or state awards.,,
185635,258751,910496,1,179528,2021,2,2,2,10% De Minimis Cost Rate,The District has not elected to use the 10-percent de minimis indirect cost rate as allowed under the Uniform Guidance.,,
186785,307984,924591,1,169648,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
186786,307985,924591,1,169648,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are presented using the accrual method of accounting.  Under this method, grant revenue is recognized to the extent expenditures are incurred.  Expenditures are recognized when the liability for the expenditure is incurred rather than when the disbursement is actually made.The federal expenditures are recognized, as applicable, under the cost principles contained in Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles and Audit Requirements for Federal Awards, wherein certain types of expenditures are not allowable or limited to reimbursement.",,
189296,256476,898129,1,202268,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
189297,256477,898129,1,202268,2021,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES (14.181) - Balances outstanding at the end of the audit period were 1114700. ,,
189298,256478,898129,1,202268,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
189299,256479,898129,1,202268,2021,4,3,0,Basis of Presentation,"The accompanying financial statement presentation follows the recommendations of the Financial Accounting Standards Board (FASB) Accounting Standards Codification (ASC) Topic 958, Presentation of Financial Statements of Not-for-Profit Entities to be in accordance with accounting principles generally accepted in the United States of America. Swan Creek is required to report information regarding its financial position and activities according to two classes of net assets: net assets with donor restrictions and net assets without donor restrictions.  Furthermore, the ASC Topic expands disclosures about Swan Creeks liquidity, financial performance, and cash flows.",,
189567,278028,917672,1,193922,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
189568,278029,917672,1,193922,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,The SEFA is prepared following the accrual basis of accounting.,,
189569,278030,917672,1,193922,2021,4,3,0,Determination of federal awards expended,"The basis used to determine the amount to be reported as program expenditures includes the following: 1. Expenditures/expense transactions associated with the grants and awards, and 2. The value of new loans issued during the fiscal year ended June 30, 2021.",,
189572,278031,917672,1,193922,2021,3,3,0,Loan/loan guarantee outstanding balances,MICROLOAN PROGRAM (59.046) - Balances outstanding at the end of the audit period were 684491. INTERMEDIARY RELENDING PROGRAM (10.767) - Balances outstanding at the end of the audit period were 979063. ,,
190988,341806,938559,1,212196,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Note A  Basis of Presentation: The accompanying schedule of expenditures of federal awards (theSchedule) includes the federal award activity of the organization under programs of the federal governmentfor the year ended December 31, 2021. The information in this Schedule is presented in accordance withthe requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform AdministrativeRequirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Becausethe Schedule presents only a selected portion of the operations of the organization, it is not intended to anddoes not present the financial position, changes in net assets, or cash flows of the organization.Note B  Summary of Significant Accounting Policies: Expenditures reported on the Schedule arereported on the accrual basis of accounting. Such expenditures are recognized following the cost principlescontained in the Uniform Guidance and/or OMB Circular A-122, Cost Principles for Non-ProfitOrganizations, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
190989,341807,938559,1,212196,2021,3,3,0,Note D - Loans Outstanding,"As discussed in the Mortgage Payable note above, the Section 202Supportive Housing for the Elderly - Capital Advance represents a permanent building loan provided byHUD under the capital advance program. The mortgage note bears no interest and shall be repayable onlyif the project does not maintain project use for HUD specified resident categories during the 40 year life ofthe capital advance related mortgage. The mortgage is secured by the apartment complex.",,
190990,341808,938559,1,212196,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
192655,269130,914082,1,231803,2021,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES (14.181) - Balances outstanding at the end of the audit period were 1837748. ,,
192656,269131,914082,1,231803,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.  The Project has not elected to use the 10-percent de minimis indirect cost rate as allowed under the Uniform Guidance.",,
192657,269132,914082,1,231803,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
193277,308562,923655,1,243651,2021,3,3,0,Loan/loan guarantee outstanding balances,"MORTGAGE INSURANCE FOR THE PURCHASE OR REFINANCING OF EXISTING MULTIFAMILY HOUSING PROJECTS (14.155) - HUD Multifamily Housing Project Loan balance $2,827,504. ",,
193278,308563,923655,1,243651,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
193279,308564,923655,1,243651,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule presents the expenditures incurred (and related awards received) by the Corporation that are reimbursable under federal programs of federal agencies providing financial assistance and state awards.  For the purposes of this schedule, only the portion of program expenditures reimbursable with such federal or state funds are reported in the accompanying schedule.  Program expenditures in excess of the maximum federal or state reimbursement authorized or the portion of the program expenditures that were funded with local or other nonfederal funds are excluded from the accompanying schedule. The expenditures included in the accompanying schedule were reported on a accrual basis of accounting.  Expenditures are recognized in the accounting period in which the related liability is incurred.  Expenditures reported included any property or equipment acquisitions incurred under the federal program. The Schedule was prepared from only the accounts of the grant programs and, therefore, does not present the financial position or results of operations of the Organization. ",,
193294,317704,930702,1,234387,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Note 1  Summary of Significant Accounting PoliciesBasis of Presentation - This schedule includes the activity of NBC-USA Housing, Inc., Canaan ManorDayton and is presented on the accrual basis of accounting. The information in this schedule is presentedin accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200,Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards(Uniform Guidance).Indirect Cost Rate Canaan Manor Dayton did not use the de minimis cost rate.Loan/Loan Guarantee Outstanding Balance - Supportive Housing for the Persons with Disabilities Capital Advance - The balance outstanding at the end of the audit period was $1,645,300.",,
193295,317705,930702,1,234387,2021,3,3,0,Loan/loan guarantee outstanding balances,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES (14.181) - Balances outstanding at the end of the audit period were 1645300. ,,
193296,317706,930702,1,234387,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
193411,310548,925111,1,245361,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of MM Nonprofit Housing Corporation under programs of the federal government for the year ended December 31, 2021. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of MM Nonprofit Housing Corporation, it is not intended to and does not present the financial position, changes in net assets or cash flows of MM Nonprofit Housing Corporation.",,
193412,310549,925111,1,245361,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
194035,339904,937059,1,227898,2021,3,3,0,Loan/loan guarantee outstanding balances,HOME INVESTMENT PARTNERSHIPS PROGRAM (14.239) - Balances outstanding at the end of the audit period were 320000. ,,
194036,339905,937059,1,227898,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
194037,339906,937059,1,227898,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
194488,369941,942965,1,228876,2021,3,3,0,Loan/loan guarantee outstanding balances,"St Luke's Senior Housing, Inc., has received various U.S. Department of Housing and Urban Development funding. The loan balances outstanding at the beginning of the year are includedin the federal expenditures presented in the Schedule. St Luke's Senior Housing, Inc., received no additional loans during the year. The balances outstanding at December 31, 2021, consist of: SUPPORTIVE HOUSING FOR THE ELDERLY (14.157) - Balances outstanding at the end of the audit period were 2945700. HOME INVESTMENT PARTNERSHIPS PROGRAM (14.239) - Balances outstanding at the end of the audit period were 180000. ",,
194489,369942,942965,1,228876,2021,2,2,2,10% De Minimis Cost Rate,"The auditee did not use the de minimis cost rate. expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. St Luke's Senior Housing, Inc., has elected not to use the 10 percent de minimis indirect cost rate as allowed under the Uniform Guidance.",,
194490,369943,942965,1,228876,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of St. Luke's Senior Housing, Inc., and is presented on the accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of the Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). The Schedule presents only a selected portion of the operations of St Luke's Senior Housing, Inc. It is not intended to, and does not present, the financial position, changes in net assets or cash flows of St Luke's Senior Housing, Inc.",,
194811,227599,896438,1,10759,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
194812,227600,896438,1,10759,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards includes the Federal assistance activity of the Bureau and is presented on the accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards.",,
195018,264484,912759,1,27015,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowed or are limited to reimbursement. Saint Joseph Housing Corporation has not elected to use the 10% de minimis indirect cost rate as allowed under the Uniform Guidance.",,
195019,264485,912759,1,27015,2021,4,3,0,COMPLIANCE REQUIREMENTS,"Saint Joseph Housing Corporation is required to follow the program requirements of HUD Program Section 202 - Supportive Housing for the Elderly, Assistance Listing Number 14.157 per the Use Agreement.",,
195020,264486,912759,1,27015,2021,3,3,0,FEDERALLY-INSURED MORTGAGE,"Saint Joseph Housing Corporation has received a U.S. Department of Housing and Urban Development insured mortgage for the refinancing of the existing multifamily housing project under Section 207/223(f) of the National Housing Act. The mortgage balance outstanding at the beginning of the year is included in the federal expenditures presented in the Schedule. Saint Joseph Housing Corporation received no additional mortgages during the year. The balance of the outstanding federally-insured mortgage at September 30, 2021 is $4,452,826.",,
195021,264487,912759,1,27015,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
