ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
31368123,22405820191,2019,224058,1,14.157,SUPPORTIVE HOUSING FOR THE ELDERLY,8252700,Y,,,,,,Y,14,157,300155895,14,U,,,Y,0,8252700,0,,,N,,8476016,0,,SUPPORTIVE HOUSING FOR THE ELDERLY
31368124,22405820192,2019,224058,2,14.157,SUPPORTIVE HOUSING FOR THE ELDERLY,223316,Y,,,,,,Y,14,157,300155895,14,U,,,N,0,,0,,,N,,8476016,0,,SUPPORTIVE HOUSING FOR THE ELDERLY
31257057,22521220191,2019,225212,1,10.558,CHILD AND ADULT CARE FOOD PROGRAM,61012,N,,,,,,N,10,558,310979404,10,,,,N,0,,61012,,,Y,,61012,0,,CHILD AND ADULT CARE FOOD PROGRAM
31257063,22521220192,2019,225212,2,10.559,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN,62729,N,,,,,,N,10,559,310979404,10,,,,N,0,,62729,,,Y,,62729,0,,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN
31257070,22521220193,2019,225212,3,10.565,COMMODITY SUPPLEMENTAL FOOD PROGRAM,910160,Y,,,,,,N,10,565,310979404,10,U,,,N,0,,17026,ADMINISTRATIVE COSTS,FOOD DISTRIBUTION CLUSTER,Y,,8549118,23465320,,COMMODITY SUPPLEMENTAL FOOD PROGRAM
31257078,22521220194,2019,225212,4,10.565,COMMODITY SUPPLEMENTAL FOOD PROGRAM,7638958,Y,,,,,,N,10,565,310979404,10,U,,,N,0,,7638958,FOOD COMMODITIES,FOOD DISTRIBUTION CLUSTER,Y,,8549118,23465320,,COMMODITY SUPPLEMENTAL FOOD PROGRAM
31257091,22521220195,2019,225212,5,10.568,EMERGENCY FOOD ASSISTANCE PROGRAM (ADMINISTRATIVE COSTS),763385,Y,,,,,,N,10,568,310979404,10,U,,,N,0,,25744,ADMINISTRATIVE COSTS,FOOD DISTRIBUTION CLUSTER,Y,,763385,23465320,,EMERGENCY FOOD ASSISTANCE PROGRAM (ADMINISTRATIVE COSTS)
31257107,22521220196,2019,225212,6,10.569,EMERGENCY FOOD ASSISTANCE PROGRAM (FOOD COMMODITIES),14152817,Y,,,,,,N,10,569,310979404,10,U,,,N,0,,14152817,FOOD COMMODITIES,FOOD DISTRIBUTION CLUSTER,Y,,14152817,23465320,,EMERGENCY FOOD ASSISTANCE PROGRAM (FOOD COMMODITIES)
31257199,22521220197,2019,225212,7,10.561,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM,13131,N,,,,,,N,10,561,310979404,10,,,,N,0,,0,,SNAP CLUSTER,N,,13131,13131,,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM
31257211,22521220198,2019,225212,8,10.178,TRADE MITIGATION AND FOOD PURCHASE DISTRIBUTION PROGRAM,151935,N,,,,,,N,10,178,310979404,10,,,,N,0,,0,,,N,,151935,0,,TRADE MITIGATION PROGRAM ELIGIBLE RECIPIENT AGENCY OPERATIONAL FUNDS (A)
31257217,22521220199,2019,225212,9,97.024,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM,7264,N,,,,,,Y,97,024,310979404,97,,,,N,0,,0,,,N,,7264,0,,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM
30663758,23715320191,2019,237153,1,14.157,SUPPORTIVE HOUSING FOR THE ELDERLY-PROJECT RENTAL ASSISTANCE,140002,Y,,,,,,Y,14,157,264194584,14,U,,,N,0,,0,,,N,,3615602,0,,SUPPORTIVE HOUSING FOR THE ELDERLY
30663760,23715320192,2019,237153,2,14.157,SUPPORTIVE HOUSING FOR THE ELDERLY-CAPITAL ADVANCE,3475600,Y,,,,,,Y,14,157,264194584,14,U,,,N,0,,0,,,N,,3615602,0,,SUPPORTIVE HOUSING FOR THE ELDERLY
31968411,23843820191,2019,238438,1,14.181,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES,969000,Y,,,,,,Y,14,181,300273769,14,Q,,,Y,1,969000,0,CAPITAL ADVANCE,,N,,1013997,0,,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES
31972126,23843820192,2019,238438,2,14.181,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES,44997,Y,,,,,,Y,14,181,300273769,14,Q,,,N,1,,0,PROJECT RENTAL ASSISTANCE CONTRACT,,N,,1013997,0,,SUPPORTIVE HOUSING FOR PERSONS WITH DISABILITIES
31972153,23843820193,2019,238438,3,14.239,HOME INVESTMENT PARTNERSHIPS PROGRAM,175000,Y,,,,,,N,14,239,300273769,14,U,,,Y,0,175000,175000,PASS THROUGH GRANTOR - CITY OF MONTEREY PARK,,Y,,175000,0,,HOME INVESTMENT PARTNERSHIPS PROGRAM
32215310,23906020191,2019,239060,1,14.195,SECTION 8 HOUSING ASSISTANCE PAYMENTS PROGRAM,183987,N,,,,,,N,14,195,611681018,14,,,,N,0,,0,,,N,,183987,0,,SECTION 8 HOUSING ASSISTANCE PAYMENTS PROGRAM
32215313,23906020192,2019,239060,2,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,2100000,Y,,,,,,N,14,218,611681018,14,U,,,Y,0,2100000,0,,,N,,2100000,0,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
32115841,23908320191,2019,239083,1,97.056,PORT SECURITY GRANT PROGRAM,949456,Y,,,,,,Y,97,056,450676029,97,U,,,N,0,,0,,,N,,1091303,0,,PORT SECURITY GRANT PROGRAM
32115843,23908320192,2019,239083,2,97.056,PORT SECURITY GRANT PROGRAM,141847,Y,,,,,,Y,97,056,450676029,97,U,,,N,0,,0,,,N,,1091303,0,,PORT SECURITY GRANT PROGRAM
32161002,2208920191,2019,22089,1,43.008,EDUCATION,227364,Y,,,,,,Y,43,008,222470652,43,U,,,N,0,,15831,,,Y,,249629,0,,EDUCATION
32161028,22089201910,2019,22089,10,45.301,MUSEUMS FOR AMERICA,121472,N,,,,,,Y,45,301,222470652,45,,,,N,0,,0,,,N,,200119,0,,MUSEUMS FOR AMERICA
32161030,22089201911,2019,22089,11,45.301,MUSEUMS FOR AMERICA,20618,N,,,,,,Y,45,301,222470652,45,,,,N,0,,0,,,N,,200119,0,,MUSEUMS FOR AMERICA
32161033,22089201912,2019,22089,12,45.301,MUSEUMS FOR AMERICA,48043,N,,,,,,Y,45,301,222470652,45,,,,N,0,,0,,,N,,200119,0,,MUSEUMS FOR AMERICA
32161035,22089201913,2019,22089,13,45.301,MUSEUMS FOR AMERICA,9986,N,,,,,,Y,45,301,222470652,45,,,,N,0,,0,,,N,,200119,0,,MUSEUMS FOR AMERICA
32161005,2208920192,2019,22089,2,43.001,SCIENCE,132265,Y,,,,,,N,43,001,222470652,43,U,,,N,0,,0,,,N,,132265,0,,SCIENCE
32161007,2208920193,2019,22089,3,43.008,EDUCATION,14571,Y,,,,,,N,43,008,222470652,43,U,,,N,0,,0,,,N,,249629,0,,EDUCATION
32161011,2208920194,2019,22089,4,43.008,EDUCATION,7694,Y,,,,,,N,43,008,222470652,43,U,,,N,0,,0,,,N,,249629,0,,EDUCATION
32161014,2208920195,2019,22089,5,47.076,EDUCATION AND HUMAN RESOURCES,241303,N,,,,,,Y,47,076,222470652,47,,,,N,0,,130756,,RESEARCH AND DEVELOPMENT,Y,,274403,309449,,EDUCATION AND HUMAN RESOURCES
32161016,2208920196,2019,22089,6,47.041,ENGINEERING,3884,N,,,,,,N,47,041,222470652,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,3884,309449,,ENGINEERING
32161020,2208920197,2019,22089,7,47.076,EDUCATION AND HUMAN RESOURCES,23782,N,,,,,,N,47,076,222470652,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,274403,309449,,EDUCATION AND HUMAN RESOURCES
32161023,2208920198,2019,22089,8,47.076,EDUCATION AND HUMAN RESOURCES,9318,N,,,,,,N,47,076,222470652,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,274403,309449,,EDUCATION AND HUMAN RESOURCES
32161026,2208920199,2019,22089,9,47.074,BIOLOGICAL SCIENCES,31162,N,,,,,,N,47,074,222470652,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,31162,309449,,BIOLOGICAL SCIENCES
31057919,50665201911,2019,50665,11,14.871,SECTION 8 HOUSING CHOICE VOUCHERS,689506,Y,,,,,,N,14,871,363382973,14,U,,,N,0,,0,,HOUSING VOUCHER CLUSTER,N,,1055059,1055059,,SECTION 8 HOUSING CHOICE VOUCHERS
31051640,5066520191,2019,50665,1,14.267,CONTINUUM OF CARE PROGRAM,1199498,N,,,,,,Y,14,267,363382973,14,,,,N,0,,0,,,N,,1249583,0,,CONTINUUM OF CARE PROGRAM
31057729,50665201910,2019,50665,10,14.871,SECTION 8 HOUSING CHOICE VOUCHERS,365553,Y,,,,,,N,14,871,363382973,14,U,,,N,0,,0,,HOUSING VOUCHER CLUSTER,N,,1055059,1055059,,SECTION 8 HOUSING CHOICE VOUCHERS
31051650,5066520192,2019,50665,2,14.267,CONTINUUM OF CARE PROGRAM,50085,N,,,,,,N,14,267,363382973,14,,,,N,0,,0,,,N,,1249583,0,,CONTINUUM OF CARE PROGRAM
31052181,5066520193,2019,50665,3,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,40360,Y,,,,,,N,14,218,363382973,14,U,,,N,0,,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,2370847,2370847,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31052394,5066520194,2019,50665,4,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,6808,Y,,,,,,N,14,218,363382973,14,U,,,N,0,,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,2370847,2370847,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31052472,5066520195,2019,50665,5,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,40294,Y,,,,,,N,14,218,363382973,14,U,,,N,0,,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,2370847,2370847,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31052972,5066520196,2019,50665,6,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,2275694,Y,,,,,,N,14,218,363382973,14,U,,,Y,0,2275694,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,2370847,2370847,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31053029,5066520197,2019,50665,7,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,7691,Y,,,,,,N,14,218,363382973,14,U,,,N,0,,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,2370847,2370847,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31056498,5066520198,2019,50665,8,97.024,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM,19213,N,,,,,,Y,97,024,363382973,97,,,,N,0,,0,,,N,,19213,0,,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM
31057577,5066520199,2019,50665,9,14.239,HOME INVESTMENT PARTNERSHIPS PROGRAM,3191000,N,,,,,,N,14,239,363382973,14,,,,Y,0,3191000,0,,,N,,3191000,0,,HOME INVESTMENT PARTNERSHIPS PROGRAM
32288259,5704120191,2019,57041,1,93.224,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)",5809041,Y,,,,,,Y,93,224,382724796,93,U,,,N,5,,0,H80CS00033,HEALTH CENTER PROGRAM CLUSTER,N,,5809041,5809041,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
32288260,5704120192,2019,57041,2,93.526,AFFORDABLE CARE ACT (ACA) GRANTS FOR CAPITAL DEVELOPMENT IN HEALTH CENTERS,433562,N,,,,,,Y,93,526,382724796,93,,,,N,1,,0,C8DCS29616,,N,,433562,0,,AFFORDABLE CARE ACT (ACA) GRANTS FOR CAPITAL DEVELOPMENT IN HEALTH CENTERS
32288261,5704120193,2019,57041,3,93.959,BLOCK GRANTS FOR PREVENTION AND TREATMENT OF SUBSTANCE ABUSE,237312,N,,,,,,N,93,959,382724796,93,,,,N,1,,0,,,N,,237312,0,,BLOCK GRANTS FOR PREVENTION AND TREATMENT OF SUBSTANCE ABUSE
32288262,5704120194,2019,57041,4,93.898,"CANCER PREVENTION AND CONTROL PROGRAMS FOR STATE, TERRITORIAL AND TRIBAL ORGANIZATIONS",41510,N,,,,,,N,93,898,382724796,93,,,,N,1,,0,,,N,,41510,0,,"CANCER PREVENTION AND CONTROL PROGRAMS FOR STATE, TERRITORIAL AND TRIBAL ORGANIZATIONS"
30973085,24655020191,2019,246550,1,10.558,CHILD AND ADULT CARE FOOD PROGRAM,254282,N,,,,,,N,10,558,510258984,10,,,,N,0,,0,,,N,,254282,0,,CHILD AND ADULT CARE FOOD PROGRAM
30973097,24655020192,2019,246550,2,10.569,EMERGENCY FOOD ASSISTANCE PROGRAM (FOOD COMMODITIES),139976,N,,,,,,N,10,569,510258984,10,,,,N,0,,0,,,N,,139976,0,,EMERGENCY FOOD ASSISTANCE PROGRAM (FOOD COMMODITIES)
30973099,24655020193,2019,246550,3,10.351,RURAL BUSINESS DEVELOPMENT GRANT,5153,N,,,,,,N,10,351,510258984,10,,,,N,0,,0,,,N,,5153,0,,RURAL BUSINESS DEVELOPMENT GRANT
30973243,24655020194,2019,246550,4,10.551,SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM,319276,Y,,,,,,N,10,551,510258984,10,U,,,N,0,,0,,SNAP CLUSTER,N,,319276,545070,,SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM
30973244,24655020195,2019,246550,5,10.561,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM,148517,Y,,,,,,N,10,561,510258984,10,U,,,N,0,,0,,SNAP CLUSTER,N,,225794,545070,,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM
30973246,24655020196,2019,246550,6,10.561,OUTREACH PROGRAM,77277,Y,,,,,,N,10,561,510258984,10,U,,,N,0,,0,,SNAP CLUSTER,N,,225794,545070,,STATE ADMINISTRATIVE MATCHING GRANTS FOR THE SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM
30973247,24655020197,2019,246550,7,10.596,PILOT PROJECTS TO REDUCE DEPENDENCY AND INCREASE WORK REQUIREMENTS AND WORK EFFORT UNDER SNAP,190760,N,,,,,,N,10,596,510258984,10,,,,N,0,,0,,,N,,190760,0,,PILOT PROJECTS TO REDUCE DEPENDENCY AND INCREASE WORK REQUIREMENTS AND WORK EFFORT UNDER SNAP
30973249,24655020198,2019,246550,8,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN",175229,N,,,,,,N,10,557,510258984,10,,,,N,0,,0,,,N,,175229,0,,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN"
30973252,24655020199,2019,246550,9,97.024,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM,130066,N,,,,,,Y,97,024,510258984,97,,,,N,0,,0,,,N,,130066,0,,EMERGENCY FOOD AND SHELTER NATIONAL BOARD PROGRAM
31484570,24687620191,2019,246876,1,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN",1688109,N,,,,,,N,10,557,813036685,10,,,,N,0,,0,,,N,,1688109,0,,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN"
31484571,24687620192,2019,246876,2,10.558,CHILD AND ADULT CARE FOOD PROGRAM,269625,N,,,,,,N,10,558,813036685,10,,,,N,0,,0,,,N,,269625,0,,CHILD AND ADULT CARE FOOD PROGRAM
31484572,24687620193,2019,246876,3,81.042,WEATHERIZATION ASSISTANCE FOR LOW-INCOME PERSONS,160511,N,,,,,,N,81,042,813036685,81,,,,N,0,,0,,,N,,160511,0,,WEATHERIZATION ASSISTANCE FOR LOW-INCOME PERSONS
31484573,24687620194,2019,246876,4,93.568,LOW-INCOME HOME ENERGY ASSISTANCE,4159039,N,,,,,,N,93,568,813036685,93,,,,N,0,,0,,,N,,4159039,0,,LOW-INCOME HOME ENERGY ASSISTANCE
31484574,24687620195,2019,246876,5,93.569,COMMUNITY SERVICES BLOCK GRANT,976057,N,,,,,,N,93,569,813036685,93,,,,N,0,,0,,,N,,976057,0,,COMMUNITY SERVICES BLOCK GRANT
31484575,24687620196,2019,246876,6,93.356,HEAD START DISASTER ASSISTANCE,594,N,,,,,,Y,93,356,813036685,93,,,,N,0,,0,,,N,,594,0,,HEAD START DISASTER RECOVERY
31484576,24687620197,2019,246876,7,93.600,HEAD START,4872023,Y,,,,,,Y,93,600,813036685,93,U,,,N,0,,0,,,N,,4872023,0,,HEAD START
32168934,24844220191,2019,248442,1,14.126,MORTGAGE INSURANCE_COOPERATIVE PROJECTS,2601657,Y,,,,,,Y,14,126,953508058,14,U,,,Y,0,2601657,0,,,N,,2601657,0,,MORTGAGE INSURANCE_COOPERATIVE PROJECTS
31997740,8953520191,2019,89535,1,21.000,NEIGHBORWORKS AMERICA,89500,Y,,,,,,Y,21,000,591898543,21,U,,,N,0,,0,115-31,,N,,941361,0,,
31997797,8953520192,2019,89535,2,21.000,NEIGHBORWORKS AMERICA,851861,Y,,,,,,Y,21,000,591898543,21,U,,,N,0,,0,115-31,,N,,941361,0,,
31997806,8953520193,2019,89535,3,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,79166,N,,,,,,N,14,218,591898543,14,,,,Y,0,74999,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,85097,85097,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31997807,8953520194,2019,89535,4,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,2921,N,,,,,,N,14,218,591898543,14,,,,N,0,,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,85097,85097,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
31997808,8953520195,2019,89535,5,14.218,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS,3010,N,,,,,,N,14,218,591898543,14,,,,N,0,,0,,CDBG - ENTITLEMENT GRANTS CLUSTER,N,,85097,85097,,COMMUNITY DEVELOPMENT BLOCK GRANTS/ENTITLEMENT GRANTS
30818834,10123220191,2019,101232,1,10.001,AGRICULTURAL RESEARCH_BASIC AND APPLIED RESEARCH,21346,N,,,,,,Y,10,001,741159753,10,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,29350,6931001,,AGRICULTURAL RESEARCH_BASIC AND APPLIED RESEARCH
30818843,101232201910,2019,101232,10,11.472,UNALLIED SCIENCE PROGRAM,9490,N,,,,,,N,11,472,741159753,11,,,,N,0,,0,NA17NMF4720289,RESEARCH AND DEVELOPMENT,N,,9490,6931001,,UNALLIED SCIENCE PROGRAM
30818844,101232201911,2019,101232,11,12.300,BASIC AND APPLIED SCIENTIFIC RESEARCH,304687,N,,,,,,Y,12,300,741159753,12,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,304687,6931001,,BASIC AND APPLIED SCIENTIFIC RESEARCH
30818845,101232201912,2019,101232,12,12.351,BASIC  SCIENTIFIC RESEARCH - COMBATING WEAPONS OF MASS DESTRUCTION,142519,N,,,,,,Y,12,351,741159753,12,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,142519,6931001,,BASIC  SCIENTIFIC RESEARCH - COMBATING WEAPONS OF MASS DESTRUCTION
30818846,101232201913,2019,101232,13,12.RD,DEPARTMENT OF DEFENSE-NAVY: JHU-FOLLOW-ON SUPPORT FOR VOID,22841,N,,,,,,N,12,RD,741159753,12,,,,N,0,,0,N00024-13-D-6400,RESEARCH AND DEVELOPMENT,N,,22841,6931001,,
30818847,101232201914,2019,101232,14,12.420,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,18961,N,,,,,,N,12,420,741159753,12,,,,N,0,,0,W81XWH-17-1-0598,RESEARCH AND DEVELOPMENT,N,,18961,6931001,,MILITARY MEDICAL RESEARCH AND DEVELOPMENT
30818848,101232201915,2019,101232,15,12.431,BASIC SCIENTIFIC RESEARCH,32941,N,,,,,,Y,12,431,741159753,12,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,32941,6931001,,BASIC SCIENTIFIC RESEARCH
30818849,101232201916,2019,101232,16,12.800,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,153215,N,,,,,,Y,12,800,741159753,12,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,153215,6931001,,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM
30818850,101232201917,2019,101232,17,12.910,RESEARCH AND TECHNOLOGY DEVELOPMENT,172108,N,,,,,,Y,12,910,741159753,12,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,172108,6931001,,RESEARCH AND TECHNOLOGY DEVELOPMENT
30818851,101232201918,2019,101232,18,15.634,STATE WILDLIFE GRANTS,25238,N,,,,,,N,15,634,741159753,15,,,,N,0,,0,F17AF00532,RESEARCH AND DEVELOPMENT,N,,25238,6931001,,STATE WILDLIFE GRANTS
30818852,101232201919,2019,101232,19,15.805,ASSISTANCE TO STATE WATER RESOURCES RESEARCH INSTITUTES,2745,N,,,,,,N,15,805,741159753,15,,,,N,0,,0,G16AP00085,RESEARCH AND DEVELOPMENT,N,,2745,6931001,,ASSISTANCE TO STATE WATER RESOURCES RESEARCH INSTITUTES
30818835,10123220192,2019,101232,2,10.001,AGRICULTURAL RESEARCH_BASIC AND APPLIED RESEARCH,8004,N,,,,,,N,10,001,741159753,10,,,,N,0,,0,59-0210-6-004,RESEARCH AND DEVELOPMENT,N,,29350,6931001,,AGRICULTURAL RESEARCH_BASIC AND APPLIED RESEARCH
30818856,101232201923,2019,101232,23,43.002,AERONAUTICS,69108,N,,,,,,Y,43,002,741159753,43,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,69108,6931001,,AERONAUTICS
30818853,101232201920,2019,101232,20,20.108,AVIATION RESEARCH GRANTS,125798,N,,,,,,Y,20,108,741159753,20,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,125798,6931001,,AVIATION RESEARCH GRANTS
30818854,101232201921,2019,101232,21,43.001,SCIENCE,4530,N,,,,,,Y,43,001,741159753,43,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,49446,6931001,,SCIENCE
30818855,101232201922,2019,101232,22,43.001,SCIENCE,35482,N,,,,,,N,43,001,741159753,43,,,,N,0,,0,80NSSC17K0218,RESEARCH AND DEVELOPMENT,N,,49446,6931001,,SCIENCE
30818857,101232201924,2019,101232,24,45.169,PROMOTION OF THE HUMANITIES_OFFICE OF DIGITAL HUMANITIES,25211,N,,,,,,Y,45,169,741159753,45,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,25211,6931001,,PROMOTION OF THE HUMANITIES_OFFICE OF DIGITAL HUMANITIES
30818858,101232201925,2019,101232,25,47.041,ENGINEERING GRANTS,560829,N,,,,,,Y,47,041,741159753,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,599120,6931001,,ENGINEERING GRANTS
30818859,101232201926,2019,101232,26,47.041,ENGINEERING GRANTS,38291,N,,,,,,N,47,041,741159753,47,,,,N,0,,0,1632227,RESEARCH AND DEVELOPMENT,N,,599120,6931001,,ENGINEERING GRANTS
30818860,101232201927,2019,101232,27,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,674169,N,,,,,,Y,47,049,741159753,47,,,,N,0,,66228,,RESEARCH AND DEVELOPMENT,Y,,735374,6931001,,MATHEMATICAL AND PHYSICAL SCIENCES
30818861,101232201928,2019,101232,28,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,41158,N,,,,,,N,47,049,741159753,47,,,,N,0,,0,1709526,RESEARCH AND DEVELOPMENT,N,,735374,6931001,,MATHEMATICAL AND PHYSICAL SCIENCES
30818862,101232201929,2019,101232,29,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,20047,N,,,,,,N,47,049,741159753,47,,,,N,0,,0,1612880,RESEARCH AND DEVELOPMENT,N,,735374,6931001,,MATHEMATICAL AND PHYSICAL SCIENCES
30818836,10123220193,2019,101232,3,10.025,"PLANT AND ANIMAL DISEASE, PEST CONTROL, AND ANIMAL CARE",11244,N,,,,,,Y,10,025,741159753,10,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,11244,6931001,,"PLANT AND ANIMAL DISEASE, PEST CONTROL, AND ANIMAL CARE"
30818863,101232201930,2019,101232,30,47.050,GEOSCIENCES,111933,N,,,,,,Y,47,050,741159753,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,111933,6931001,,GEOSCIENCES
30818864,101232201931,2019,101232,31,47.070,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING,64867,N,,,,,,Y,47,070,741159753,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,64867,6931001,,COMPUTER AND INFORMATION SCIENCE AND ENGINEERING
30818865,101232201932,2019,101232,32,47.074,BIOLOGICAL SCIENCES,236485,N,,,,,,Y,47,074,741159753,47,,,,N,0,,54417,,RESEARCH AND DEVELOPMENT,Y,,275845,6931001,,BIOLOGICAL SCIENCES
30818866,101232201933,2019,101232,33,47.074,BIOLOGICAL SCIENCES,39360,N,,,,,,N,47,074,741159753,47,,,,N,0,,0,DBI-1266252,RESEARCH AND DEVELOPMENT,N,,275845,6931001,,BIOLOGICAL SCIENCES
30818867,101232201934,2019,101232,34,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",43784,N,,,,,,Y,47,075,741159753,47,,,,N,0,,13056,,RESEARCH AND DEVELOPMENT,Y,,43784,6931001,,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES"
30818868,101232201935,2019,101232,35,47.076,EDUCATION AND HUMAN RESOURCES,68844,N,,,,,,Y,47,076,741159753,47,,,,N,0,,0,,RESEARCH AND DEVELOPMENT,N,,68844,6931001,,EDUCATION AND HUMAN RESOURCES
